feature,count,mean_activation,best_rank
45484,3,0.11397954324881236,3
40448,3,0.11387510597705841,4
28547,3,0.11212505400180817,1
9355,3,0.10722914586464564,5
48017,3,0.10342212518056233,4
43140,3,0.1014610230922699,5
14722,3,0.10119564831256866,7
34193,3,0.10117728511492412,4
34930,3,0.10100922733545303,8
13680,3,0.10086704790592194,4
29843,3,0.10066454360882442,1
927,3,0.09995982050895691,7
1432,3,0.0979187289873759,5
21098,3,0.09778921802838643,4
14891,3,0.09707249204317729,5
37606,3,0.09699749201536179,8
4306,3,0.09697795410950978,7
47643,3,0.09611610074838002,4
41836,3,0.09435014426708221,4
41597,3,0.09332849582036336,3
5138,3,0.09322203695774078,6
14104,3,0.09286051491896312,4
29366,3,0.09210267663002014,7
35142,3,0.09192460527022679,7
45671,3,0.08954455703496933,6
14671,3,0.08948196470737457,7
3309,3,0.08944264054298401,7
28926,3,0.08932051807641983,7
20730,3,0.08919976154963176,6
5222,3,0.08876876533031464,6
21606,3,0.0887363205353419,9
45136,3,0.08748600383599599,6
40892,3,0.08746092269817989,7
14759,3,0.08715978264808655,7
34202,3,0.0871430163582166,7
41048,3,0.08699829131364822,4
21255,3,0.08640676240126292,8
32744,3,0.08634749551614125,6
31673,3,0.08580175538857777,4
10540,3,0.08458089580138524,7
40091,3,0.08392868936061859,7
43638,3,0.0834129626552264,8
9353,3,0.08322078982988994,8
24038,3,0.08273081481456757,9
38511,3,0.08252148826917012,7
46612,3,0.08241128424803416,9
29784,3,0.08120924731095631,8
10168,3,0.08114817241827647,4
43559,3,0.07961028317610423,7
26935,3,0.0783534546693166,8
17180,3,0.07810913026332855,7
26048,3,0.0764448915918668,7
12934,3,0.07291374107201894,8
363,3,0.0726816753546397,9
29069,3,0.07255827883879344,8
11211,3,0.06893503293395042,10
1182,2,0.23594117164611816,2
41586,2,0.20031613111495972,1
43999,2,0.19002312421798706,2
36139,2,0.1876402087509632,2
2643,2,0.15581198036670685,2
18956,2,0.15278682112693787,3
35178,2,0.1477317325770855,2
6529,2,0.14664559811353683,2
31536,2,0.14119044318795204,3
